row,pl_name,st_name,st_num,pl_num,dis_met,dis_year,dis_loc,dic_fac,pl_orbper,pl_orb,pl_rade,pl_radj,pl_masse,pl_massj,pl_temp,st_spectype,st_temp,st_rad,st_mass,glat,glon,sy_dist,habit
138,EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,Space,K2,13.339079,0.1091,2.73,0.244,5.8,0.01825,741,G5,5617,0.98,0.97,-52.07645,123.284,244.59,0
139,EPIC 246193072 b,EPIC 246193072,1,1,Transit,2020,Space,K2,12.4551225,0.1016,8.676,0.774,82.6358,0.26,650,,5282,0.82,0.9,-59.82162,75.76635,233.237,0
140,EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,Space,K2,6.180235,0.07229,11.781,1.051,953.49,3,1401,F5 V,6202,1.59,1.32,-12.64086,186.9753,372.632,0
141,EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,Space,K2,3650,4.5,12.442,1.11,4131.79,13,183,,4898,2.7,0.9,55.10292,232.2887,551.886,0
142,EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,Space,K2,3.5951,0.047,1.95,0.174,8.75,0.02753,1616,G8 IV/V,5430,1.71,1.05,34.30831,345.1105,321.296,0
143,EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,Space,K2,15.624,0.13,3.67,0.327,14.67,0.04616,990,G8 IV/V,5430,1.71,1.05,34.30831,345.1105,321.296,0
144,EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,Space,K2,35.747,0.22,3.94,0.352,10.18,0.03203,752,G8 IV/V,5430,1.71,1.05,34.30831,345.1105,321.296,0
145,FU Tau b,FU Tau,1,1,Imaging,2008,Space,Spitzer Space Telescope,,800,12.2,1.09,5085.28,16,2375,M7.25,2838,,0.05,-16.9613,172.1141,133.4950466,0
146,G 9-40 b,G 9-40,1,1,Transit,2019,Space,K2,5.746007,0.0385,2.025,0.181,4.76,0.015,456,M2.5 V,3348,0.31,0.29,37.03536,206.0632,27.9276,0
147,GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,Ground,La Silla Observatory,3.204,0.021,1.1,0.098,1.37,0.00431,,M5.5 V,2953,0.16,0.12,-52.90489,251.8698,3.67278,0
148,GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,Ground,La Silla Observatory,6.689,0.035,1.18,0.105,1.74,0.00547,,M5.5 V,2953,0.16,0.12,-52.90489,251.8698,3.67278,1
149,GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,Ground,La Silla Observatory,13.031,0.054,1.16,0.103,1.64,0.00516,,M5.5 V,2953,0.16,0.12,-52.90489,251.8698,3.67278,1
150,GJ 1132 b,GJ 1132,1,2,Transit,2015,Ground,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.13,0.101,1.66,0.00522,529,M4.5 V,3270,0.21,0.18,7.76021,277.2594,12.613,0
151,GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,Ground,La Silla Observatory,8.929,0.0476,1.43,0.128,2.64,0.00831,300,,3270,0.21,0.18,7.76021,277.2594,12.613,0
152,GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,Ground,W. M. Keck Observatory,41.38,0.166,11.9,1.07,96.7,0.30425,,,3287,0.36,0.34,68.91794,160.6125,11.0143,0
153,GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,Ground,Calar Alto Observatory,532.58,0.912,9.71,0.866,68.06,0.21414,,,3287,0.36,0.34,68.91794,160.6125,11.0143,0
154,GJ 1214 b,GJ 1214,1,1,Transit,2009,Ground,MEarth Project,1.58040456,0.01411,2.847,0.254,6.26125,0.0197,547,,3026,0.22,0.15,23.61075,26.16403,14.6427,0
155,GJ 1252 b,GJ 1252,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,1.193,0.106,2.09,0.00658,1089,M3,3458,0.39,0.38,-35.49193,341.2239,20.373,0
156,GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,Ground,Calar Alto Observatory,3.6511,0.026,2.63,0.234,7.4,0.02328,,M4.5 V,3236,0.19,0.18,-52.50964,39.07945,10.2525,0
157,GJ 143 b,GJ 143,1,2,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,0.233,22.7,0.07142,422,K4.5,4640,0.69,0.73,-45.82265,279.2304,16.32,0
158,GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,Ground,W. M. Keck Observatory,11.4407,0.072,1.55,0.139,3.03,0.00953,550,M1,3607,0.38,0.38,-18.44695,116.6769,3.56228,0
159,GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,Ground,Roque de los Muchachos Observatory,7600,5.4,6.67,0.595,36,0.11327,,M1,3607,0.38,0.38,-18.44695,116.6769,3.56228,0
160,GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,Ground,Multiple Observatories,5.2354,0.053,3.17,0.283,10.2,0.03209,,M0 V,4347,,0.69,-45.25933,215.868,25.8557,0
161,GJ 163 b,GJ 163,1,3,Radial Velocity,2013,Ground,La Silla Observatory,8.63182,0.0607,3.25,0.29,10.6,0.03335,,,,,,-45.32366,262.7818,15.1285,0
162,GJ 163 c,GJ 163,1,3,Radial Velocity,2013,Ground,La Silla Observatory,25.63058,0.1254,2.5,0.223,6.8,0.0214,,,,,,-45.32366,262.7818,15.1285,0
163,GJ 163 d,GJ 163,1,3,Radial Velocity,2013,Ground,La Silla Observatory,603.95116,1.0304,5.92,0.528,29.4,0.0925,,,,,,-45.32366,262.7818,15.1285,0
164,GJ 179 b,GJ 179,1,1,Radial Velocity,2009,Ground,W. M. Keck Observatory,2288,2.41,13.9,1.24,260.61,0.82,,M3.5 V,3370,0.38,0.36,-22.86253,192.2258,12.356,0
165,GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Ground,Multiple Observatories,17.133,0.092,2.43,0.217,6.49,0.02042,,M2 V,3371,,0.43,-33.7281,216.9657,11.9407,0
166,GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Ground,Multiple Observatories,24.329,0.129,2.41,0.215,6.4,0.02014,,M2 V,3371,,0.43,-33.7281,216.9657,11.9407,0
167,GJ 180 d,GJ 180,1,3,Radial Velocity,2020,Ground,Multiple Facilities,106.3,0.309,2.66,0.237,7.56,0.02379,,,,,0.43,-33.7281,216.9657,11.9407,0
168,GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,Ground,Multiple Observatories,69.971,0.283,4.17,0.372,16.2,0.05097,,,,,0.62,-6.8523825,237.4369637,27.44,0
169,GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,Ground,Multiple Facilities,121.995,0.339,2.6,0.232,7.268,0.02287,,,,,0.58,-18.43918,228.6123,5.75624,0
170,GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Ground,Multiple Observatories,526.115,0.898,2.85,0.254,8.478,0.02667,,M1/M2 V,3564,,0.58,-18.43918,228.6123,5.75624,0
171,GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,Ground,Multiple Observatories,15.819,0.101,3.66,0.327,13,0.0409,,M0.5 V,3542,,0.53,-72.72074,309.8531,23.6062,0
172,GJ 273 b,GJ 273,1,2,Radial Velocity,2017,Ground,La Silla Observatory,18.6498,0.091101,1.51,0.135,2.89,0.00909,,M3.5,3382,0.29,0.29,10.37354,212.3446,5.921535,1
173,GJ 273 c,GJ 273,1,2,Radial Velocity,2017,Ground,La Silla Observatory,4.7234,0.036467,1.06,0.094,1.18,0.00371,,M3.5,3382,0.29,0.29,10.37354,212.3446,5.921535,0
174,GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,Ground,La Silla Observatory,133.71,0.49,13.1,1.17,1071.04,3.37,350,G6 V,5540,0.9,0.9,-37.14407,304.8714,17.5559,0
175,GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,Ground,Multiple Facilities,11.949,0.079,2.79,0.249,8.2,0.0258,,,,,0.47,-62.84946,295.4642,16.6186,0
176,GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,Ground,La Silla Observatory,1.22003,0.0197,1.18,0.106,1.78,0.0056,,M0,3717,0.5,0.68,-69.01208,185.9956,28.4712,0
177,GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,Ground,La Silla Observatory,5.974,0.057,1.88,0.167,4.18,0.01315,,M0,3717,0.5,0.68,-69.01208,185.9956,28.4712,0
178,GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,Ground,La Silla Observatory,257.8,0.698,3.23,0.288,10.5,0.03304,,M0,3717,0.5,0.68,-69.01208,185.9956,28.4712,0
179,GJ 317 b,GJ 317,1,2,Radial Velocity,2007,Ground,W. M. Keck Observatory,695.66,1.151,13.3,1.18,794.5,2.5,,M3.5 V,3510,,0.42,11.18989,246.7994,15.1968,0
180,GJ 317 c,GJ 317,1,2,Radial Velocity,2018,Ground,W. M. Keck Observatory,6739.323,5.23,13.5,1.2,522.5,1.64396,,M2.5 V,3510,,0.42,11.18989,246.7994,15.1968,0
181,GJ 328 b,GJ 328,1,1,Radial Velocity,2013,Ground,McDonald Observatory,4100,4.5,13.3,1.19,731,2.3,,M1,3900,,0.69,28.00069,226.7054,20.5266,0
182,GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,Ground,La Silla Observatory,30.5987,0.14339,5.19,0.463,23.54,0.07406,,M2.5,3466,0.4,0.42,-41.61211,223.5389,20.1903,0
183,GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,Ground,La Silla Observatory,122.6196,0.36175,4.87,0.434,21.09,0.06636,,M2.5,3466,0.4,0.42,-41.61211,223.5389,20.1903,0
184,GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,Ground,La Silla Observatory,48.1345,0.19394,2.67,0.238,7.6,0.02391,,M2.5,3466,0.4,0.42,-41.61211,223.5389,20.1903,0
185,GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,Ground,La Silla Observatory,13.2543,0.08208,1.63,0.145,3.28,0.01032,,M2.5,3466,0.4,0.42,-41.61211,223.5389,20.1903,0
186,GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,Ground,La Silla Observatory,5.3636,0.03282,1.23,0.109,2.02,0.00636,,M4,3159,0.12,0.16,-27.47127,206.4304,5.37484,0
187,GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,Ground,La Silla Observatory,40.54,0.1264,1.32,0.118,2.31,0.00727,,M4,3159,0.12,0.16,-27.47127,206.4304,5.37484,0
188,GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,Ground,La Silla Observatory,14.207,0.089,2.46,0.219,6.6,0.0208,,M2.5,3526,0.44,0.47,-33.03499,234.2198,23.619,0
189,GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,Ground,Calar Alto Observatory,24.45,0.141,3.19,0.284,10.27,0.03231,391,M0.0 V,4005,0.58,0.64,42.67227,164.9346,6.33256,0
190,GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,Ground,La Silla Observatory,3.3366496,0.0355,4.57,0.408,13.9,0.04373,594,M1.5,3600,0.55,0.54,21.7575,206.2354,29.4214,0
191,GJ 3473 b,GJ 3473,2,2,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,0.113,1.86,0.00585,773,,3347,0.36,0.36,17.29028,218.15,27.3644,0
192,GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,Ground,Multiple Observatories,15.509,0.0876,2.63,0.235,7.41,0.02331,329,,3347,0.36,0.36,17.29028,218.15,27.3644,0
193,GJ 3512 b,GJ 3512,1,1,Radial Velocity,2019,Ground,Calar Alto Observatory,203.59,0.338,14.3,1.27,147.15529,0.463,,M5.5 V,3081,0.14,0.12,36.96226,157.2369,9.48637,0
194,GJ 357 b,GJ 357,1,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),3.93072,0.035,1.217,0.109,1.84,0.00579,525,M2.5 V,3505,0.34,0.34,22.08297,253.8847,9.44181,0
195,GJ 357 c,GJ 357,1,3,Radial Velocity,2019,Multiple Locales,Multiple Observatories,9.1247,0.061,1.66,0.148,3.4,0.0107,401,M2.5 V,3505,0.34,0.34,22.08297,253.8847,9.44181,0
196,GJ 357 d,GJ 357,1,3,Radial Velocity,2019,Multiple Locales,Multiple Observatories,55.661,0.204,2.34,0.209,6.1,0.01919,220,M2.5 V,3505,0.34,0.34,22.08297,253.8847,9.44181,0
197,GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,Ground,La Silla Observatory,2.64561,0.0287,2.83,0.253,8.4,0.026,,M2.5,,0.43,0.45,25.80999,276.2233,20.3779,0
198,GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,Ground,Calar Alto Observatory,3.0232,0.026,2.75,0.245,8,0.02517,,M4.0 V,3324,0.28,0.27,82.42745,14.11601,13.743,0
199,GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,Ground,Roque de los Muchachos Observatory,6.905,0.0608,2.57,0.229,7.14,0.02246,590,M0,3867,0.61,0.63,45.46998,82.20456,16.9287,0
200,GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,Ground,Roque de los Muchachos Observatory,2.64977,0.029,1.38,0.123,2.47,0.00777,,M1,3722,0.49,0.5,26.15056,32.27428,18.1459,0
201,GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,Ground,Roque de los Muchachos Observatory,13.74,0.089,2.38,0.212,6.26,0.0197,,M1,3722,0.49,0.5,26.15056,32.27428,18.1459,0
202,GJ 411 b,GJ 411,1,1,Radial Velocity,2019,Ground,Haute-Provence Observatory,12.9532,0.0785,1.54,0.137,2.99,0.00941,350,M1.9,3563,0.39,0.39,65.43153,185.1184,5.675773,0
203,GJ 422 b,GJ 422,1,1,Radial Velocity,2014,Ground,Multiple Observatories,20.129,0.111,3.33,0.297,11.07,0.03483,,M3.5 V,3323,,0.35,2.979546,290.3792,12.6631,0
204,GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,Ground,Calar Alto Observatory,13.352,0.082,4.22,0.377,16.57,0.05213,,M4.0,3387,0.41,0.41,1.644026,105.2902,21.3362,0
205,GJ 433 b,GJ 433,1,3,Radial Velocity,2011,Ground,La Silla Observatory,7.3705,0.062,2.33,0.208,6.043,0.01901,,M1.5,3461,0.5,0.48,27.65473,284.884,9.06456,0
206,GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Ground,Multiple Observatories,5094.105,4.819,6.27,0.56,32.422,0.10201,,M1.5 V,3472,,0.48,27.65473,284.884,9.06456,0
207,GJ 433 d,GJ 433,1,3,Radial Velocity,2020,Ground,Multiple Facilities,36.059,0.178,2.14,0.191,5.223,0.01643,,,,,0.48,27.65473,284.884,9.06456,0
208,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,Ground,W. M. Keck Observatory,2.64388312,0.0291,4.17,0.372,22.1,0.07,686,M2.5 V,3479,0.46,0.47,74.56888,210.5419,9.75321,0
209,GJ 480 b,GJ 480,1,1,Radial Velocity,2020,Ground,Multiple Observatories,9.567,0.068,3.69,0.33,13.2,0.04153,,M3.5 Ve,,,0.45,74.288454,291.5037253,15.38,0
210,GJ 504 b,GJ 504,1,1,Imaging,2013,Ground,Subaru Telescope,,43.5,13,1.16,1271.3,4,510,G0 V,6234,,1.22,71.31241,322.7902,17.5299,0
211,GJ 536 b,GJ 536,1,1,Radial Velocity,2016,Ground,La Silla Observatory,8.7076,0.06661,2.17,0.194,5.36,0.01686,,M1 V,3685,0.5,0.52,55.81343,335.0555,10.4092,0
212,GJ 581 b,GJ 581,1,3,Radial Velocity,2005,Ground,La Silla Observatory,5.3686,0.04061,4.11,0.366,15.8,0.0497,,M3 V,3396,0.33,0.31,40.0187,354.0776,6.2981,0
213,GJ 581 c,GJ 581,1,3,Radial Velocity,2007,Ground,La Silla Observatory,12.914,0.0721,2.21,0.197,5.5,0.0173,,M3 V,3396,0.33,0.31,40.0187,354.0776,6.2981,0
214,GJ 581 e,GJ 581,1,3,Radial Velocity,2009,Ground,La Silla Observatory,3.149,0.02815,1.17,0.104,1.7,0.0053,,M3 V,3396,0.33,0.31,40.0187,354.0776,6.2981,0
215,GJ 625 b,GJ 625,1,1,Radial Velocity,2017,Ground,Multiple Observatories,14.628,0.078361,1.49,0.133,2.82,0.00887,,M2,3499,0.31,0.3,42.78533,83.21152,6.47249,0
216,GJ 649 b,GJ 649,1,1,Radial Velocity,2009,Ground,W. M. Keck Observatory,598.3,1.135,12.5,1.11,104.244,0.328,,M1.5,3700,,0.54,35.33734,46.5238,10.3796,0
217,GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,Ground,La Silla Observatory,7.2004,0.0505,2.23,0.199,5.6,0.018,,M1.5 V,3350,,0.33,1.414543,351.8396,7.24396,0
218,GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,Ground,La Silla Observatory,28.14,0.125,1.77,0.158,3.8,0.012,,M1.5 V,3350,,0.33,1.414543,351.8396,7.24396,0
219,GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,Ground,La Silla Observatory,62.24,0.213,1.45,0.129,2.7,0.008,,M1.5 V,3350,,0.33,1.414543,351.8396,7.24396,1
220,GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,Ground,La Silla Observatory,39.026,0.156,1.45,0.129,2.7,0.008,,M1.5 V,3350,,0.33,1.414543,351.8396,7.24396,0
221,GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,Ground,La Silla Observatory,256.2,0.549,1.99,0.177,4.6,0.014,,M1.5 V,3350,,0.33,1.414543,351.8396,7.24396,0
222,GJ 674 b,GJ 674,1,1,Radial Velocity,2007,Ground,La Silla Observatory,4.6938,0.039,3.33,0.297,11.09,0.035,,M2.5,3600,,0.35,-6.777608,343.0039,4.54896,0
223,GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,Ground,La Silla Observatory,1056.80005,1.82,12.7,1.13,2129.461,6.7,,M0 V,3734,0.69,0.73,-9.542774,339.104,16.0272,0
224,GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,Ground,Paranal Observatory,7337,6.6,12.7,1.13,2161.244,6.8,,,,,,-9.542774,339.104,16.0272,0
225,GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,Ground,La Silla Observatory,3.6005,0.0413,1.93,0.173,4.4,0.014,,M0 V,,,0.71,-9.542774,339.104,16.0272,0
226,GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,Ground,La Silla Observatory,35.39,0.187,2.77,0.247,8.1,0.025,,M0 V,,,0.71,-9.542774,339.104,16.0272,0
227,GJ 682 b,GJ 682,1,2,Radial Velocity,2014,Ground,Multiple Observatories,17.478,0.08,1.93,0.173,4.4,0.01384,,M3.5 V,3028,,0.27,-6.634735,345.9857,5.00671,1
228,GJ 682 c,GJ 682,1,2,Radial Velocity,2014,Ground,Multiple Observatories,57.32,0.176,2.89,0.258,8.7,0.02737,,M3.5 V,3028,,0.27,-6.634735,345.9857,5.00671,0
229,GJ 685 b,GJ 685,1,1,Radial Velocity,2019,Ground,Qatar,24.16,0.1344,2.95,0.263,9,0.02832,,M0.5,3816,0.54,0.55,32.59013,90.76031,14.3155,0
230,GJ 687 b,GJ 687,1,2,Radial Velocity,2014,Ground,Lick Observatory,38.142,0.163,4.32,0.385,17.2,0.05412,,M3 V,3413,0.42,0.4,31.96408,98.60233,4.54939,0
231,GJ 687 c,GJ 687,1,2,Radial Velocity,2020,Ground,Multiple Observatories,727.562,1.165,4.14,0.369,16,0.05034,,,,,0.4,31.96408,98.60233,4.54939,0
232,GJ 832 b,GJ 832,1,2,Radial Velocity,2008,Ground,Anglo-Australian Telescope,3657,3.56,14,1.25,216,0.68,,M1.5,3472,0.44,0.45,-46.34961,349.1731,4.96435,0
233,GJ 832 c,GJ 832,1,2,Radial Velocity,2014,Ground,Multiple Observatories,35.68,0.163,2.18,0.195,5.4,0.017,,,3472,,0.45,-46.34961,349.1731,4.96435,0
234,GJ 849 b,GJ 849,1,1,Radial Velocity,2006,Ground,W. M. Keck Observatory,1882,2.35,13.8,1.23,317.83,1,,M3.5 V,3241,0.53,0.65,-45.39912,55.8906,8.80058,0
235,GJ 86 b,GJ 86,2,1,Radial Velocity,1999,Ground,La Silla Observatory,15.76491,0.11,12.9,1.15,1404.8086,4.42,,,5182,0.77,0.93,-61.96097,275.9264,10.7836,0
236,GJ 876 b,GJ 876,1,4,Radial Velocity,1998,Ground,Multiple Observatories,61.1166,0.208317,13.3,1.19,723.2235,2.2756,,M4 V,3271,0.3,0.32,-59.63009,52.00406,4.67517,0
237,GJ 876 c,GJ 876,1,4,Radial Velocity,2000,Ground,Multiple Observatories,30.0881,0.12959,14,1.25,226.9846,0.7142,,M4 V,3271,0.3,0.32,-59.63009,52.00406,4.67517,0
238,GJ 876 d,GJ 876,1,4,Radial Velocity,2005,Ground,W. M. Keck Observatory,1.93778,0.020807,2.51,0.224,6.83,0.021,,M4 V,3271,0.3,0.32,-59.63009,52.00406,4.67517,0
239,GJ 876 e,GJ 876,1,4,Radial Velocity,2010,Ground,W. M. Keck Observatory,124.26,0.3343,3.92,0.35,14.6,0.046,,,3271,0.3,0.32,-59.63009,52.00406,4.67517,0
240,GJ 887 b,GJ 887,1,2,Radial Velocity,2020,Ground,La Silla Observatory,9.262,0.068,1.88,0.168,4.2,0.01321,468,M1 V,3688,0.47,0.49,-65.9570362,5.1006885,3.29,0
241,GJ 887 c,GJ 887,1,2,Radial Velocity,2020,Ground,La Silla Observatory,21.789,0.12,2.67,0.238,7.6,0.02391,352,M1 V,3688,0.47,0.49,-65.9570362,5.1006885,3.29,0
242,GJ 9066 b,GJ 9066,1,2,Radial Velocity,2020,Ground,Multiple Observatories,241.883,0.403,6.1,0.544,30.9,0.09722,,M4.5 V,,,0.15,-46.4912678,147.6588137,4.4715743,0
243,GJ 9066 c,GJ 9066,1,2,Radial Velocity,2020,Ground,Multiple Observatories,767.887,0.87,10,0.892,71.6,0.22528,,M4.5 V,,,0.15,-46.4912678,147.6588137,4.4715743,0
244,GJ 96 b,GJ 96,1,1,Radial Velocity,2018,Ground,Haute-Provence Observatory,73.94,0.291,4.67,0.417,19.66,0.06186,,M2,3785,,0.6,-12.26515,138.292,11.9315,0
245,GJ 9827 b,GJ 9827,1,3,Transit,2017,Space,K2,1.2089819,0.0188,1.577,0.141,4.91,0.01545,1044,K6 V,4340,0.6,0.61,-57.18279,81.3446,29.661,0
246,GJ 9827 c,GJ 9827,1,3,Transit,2017,Space,K2,3.6480957,0.03925,1.241,0.111,0.84,0.00264,722,K6 V,4340,0.6,0.61,-57.18279,81.3446,29.661,0
247,GJ 9827 d,GJ 9827,1,3,Transit,2017,Space,K2,6.2014698,0.05591,2.022,0.18,4.04,0.01271,605,K6 V,4340,0.6,0.61,-57.18279,81.3446,29.661,0
248,GQ Lup b,GQ Lup,1,1,Imaging,2004,Ground,Paranal Observatory,,100,33.6,3,6356,20,2650,,4360,1.94,,14.51082,338.9254,151.169,0
249,GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,Ground,Palomar Observatory,,320,20.176,1.8,5000,16,2300,K7,4200,0.9,0.9,20.12466,355.262,108.5,0
250,GU Psc b,GU Psc,1,1,Imaging,2014,Ground,Gemini Observatory,,2000,14.179,1.265,3591.3,11.3,1050,M3,,,0.33,-45.50964,130.1524,47.5501,0
251,Gl 378 b,Gl 378,1,1,Radial Velocity,2019,Ground,Haute-Provence Observatory,3.822,0.039435,3.66,0.327,13.02,0.04097,830,M1,3879,0.56,0.56,51.19261,168.7316,14.9545,0
252,Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Ground,Multiple Observatories,13.8508,0.0905,2.24,0.2,5.63,0.01771,,M1.5 V,3805,0.51,0.52,-0.4983922,124.2323,9.8528,0
253,Gl 686 b,Gl 686,1,1,Radial Velocity,2018,Ground,Roque de los Muchachos Observatory,15.53,0.091,2.46,0.22,6.624,0.02084,379,M1,3656,0.43,0.43,24.29675,42.24019,8.15728,0
254,HAT-P-1 b,HAT-P-1,2,1,Transit,2006,Ground,HATNet,4.46529976,0.05561,14.785,1.319,166.86075,0.525,1322,G0 V,5980,1.17,1.15,-19.03618,99.79167,158.979,0
255,HAT-P-11 b,HAT-P-11,1,2,Transit,2008,Ground,HATNet,4.88780244,0.05254,4.36,0.389,26.69772,0.084,838,K4,4780,0.68,0.81,10.77238,81.8337,37.7647,0
256,HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,Ground,W. M. Keck Observatory,3407,4.13,13.3,1.19,731.009,2.3,,,4780,0.68,0.81,10.77238,81.8337,37.7647,0
257,HAT-P-12 b,HAT-P-12,1,1,Transit,2009,Ground,HATNet,3.2130598,0.0384,10.749,0.959,67.059,0.211,963,K4,4650,0.7,0.73,68.87578,87.99177,142.751,0
258,HAT-P-13 b,HAT-P-13,1,2,Transit,2009,Ground,HATNet,2.91625,0.04383,14.258,1.272,270.462,0.851,1740,G4,5653,1.76,1.32,37.54208,172.4982,246.81,0
259,HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,Ground,W. M. Keck Observatory,446.27,1.258,12.3,1.1,4538.421,14.28,340,G4,5653,1.76,1.32,37.54208,172.4982,246.81,0
260,HAT-P-14 b,HAT-P-14,2,1,Transit,2010,Ground,HATNet,4.62767,0.0596,15.917,1.42,1093.3352,3.44,1624,F,6600,1.82,2.65,33.53752,62.58919,222.663,0
261,HAT-P-15 b,HAT-P-15,1,1,Transit,2010,Ground,HATNet,10.8635,0.0965,11.882,1.06,616.5902,1.94,904,G5,5568,1.07,1,-6.891614,161.5586,192.516,0
262,HAT-P-16 b,HAT-P-16,3,1,Transit,2010,Ground,HATNet,2.77596,0.0413,14.448,1.289,1332.605,4.193,1626,F8,6158,1.24,1.22,-20.34264,120.3468,226.637,0
263,HAT-P-17 b,HAT-P-17,1,2,Transit,2010,Ground,HATNet,10.33852,0.0882,11.769,1.05,184.3414,0.58,792,K,5246,0.87,0.99,-16.17674,80.85215,92.3831,0
264,HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,Ground,W. M. Keck Observatory,5584,5.6,13.1,1.17,1080.6,3.4,,K,5336.96,0.84,0.92,-16.17674,80.85215,92.3831,0
265,HAT-P-18 b,HAT-P-18,1,1,Transit,2010,Ground,HATNet,5.508023,0.0559,11.153,0.995,62.61,0.197,852,K2,4803,0.75,0.77,35.56173,55.65221,161.4,0
266,HAT-P-19 b,HAT-P-19,1,1,Transit,2010,Ground,HATNet,4.008778,0.0466,12.689,1.132,92.802,0.292,1010,K1,4990,0.82,0.84,-28.07934,119.8177,202.078,0
267,HAT-P-2 b,HAT-P-2,1,1,Transit,2007,Ground,HATNet,5.6335158,0.06814,10.66,0.951,2765.121,8.7,1540,F8,6380,1.39,1.33,45.23225,65.02103,127.774,0
268,HAT-P-20 b,HAT-P-20,1,1,Transit,2010,Ground,HATNet,2.875317,0.0361,9.718,0.867,2302.899,7.246,970,K3,4595,0.69,0.76,18.39454,194.415,71.0374,0
269,HAT-P-21 b,HAT-P-21,1,1,Transit,2010,Ground,HATNet,4.12448,0.0494,12.442,1.11,1547.8321,4.87,1283,G3,5588,1.21,1.24,67.46364,169.3247,277.278,0
270,HAT-P-22 b,HAT-P-22,2,1,Transit,2010,Ground,HATNet,3.21222,0.0414,12.89,1.15,785.0401,2.47,1463,G5,5302,1.11,1.13,53.5667,163.6472,81.7647,0
271,HAT-P-23 b,HAT-P-23,1,1,Transit,2010,Ground,HATNet,1.21288,0.0232,12.218,1.09,425.8922,1.34,1951,G0 V,5905,0.96,0.58,-11.83422,58.93636,364.813,0
