name,orbit,orbit_period,star_brightness,star_temp,temp,radius_e,mass_e,density,discovered
Kepler-1037 b,,1.06378867,14.229,5105,,1.28,,,2016
Kepler-1388 e,,37.6327084,16.279,4098,,2.46,,,2016
Kepler-1388 d,,20.9568158,16.279,4098,,2.86,,,2016
Kepler-1388 c,,5.53608151,16.279,4098,,2.26,,,2016
Kepler-1388 b,,12.2854603,16.279,4098,,2.59,,,2016
Kepler-744 b,,12.06222443,13.581,5594,,1.62,,,2016
Kepler-565 b,,4.24374723,15,5735,,3.64,,,2016
Kepler-1019 b,,1.41122985,13.59,4433,,1.46,,,2016
Kepler-102 b,,5.28696,11.492,4909,,0.47,4.3,,2014
Kepler-102 c,,7.07142,11.492,4909,,0.58,3,,2014
Kepler-102 d,,10.3117,11.492,4909,,1.18,3.8,13.27,2014
Kepler-102 e,,16.1457,11.492,4909,,2.22,8.93,4.68,2013
Kepler-102 f,,27.4536,11.492,4909,,0.88,5.2,,2014
Kepler-941 b,,17.42395198,15.601,5539,,3.08,,,2016
Kepler-989 b,,7.96431535,14.425,5074,,2.21,,,2016
Kepler-1199 b,,15.0447198,13.037,5889,,1.15,,,2016
Kepler-1144 b,,17.14647302,14.941,5753,,1.99,,,2016
Kepler-549 b,,42.9495649,14.621,5360,,2.57,,,2016
Kepler-549 c,,117.040498,14.621,5360,,2.93,,,2016
Kepler-940 b,,59.6225257,15.517,5769,,3.34,,,2016
Kepler-223 d,,14.78869,15.344,,,5.24,8,0.31,2014
Kepler-223 c,,9.84564,15.344,,,3.44,5.1,0.71,2014
Kepler-223 e,,19.72567,15.344,,,4.6,4.8,0.28,2014
Kepler-223 b,,7.38449,15.344,,,2.99,7.4,1.54,2014
Kepler-657 b,,24.54350418,15.344,5808,,3.52,,,2016
Kepler-762 b,,3.7705521,15.439,5944,,12.68,,,2016
Kepler-14 b,,6.790123,12.128,6395,,12.733,2669.66,7.1,2011
HAT-P-13 c,,446.27,10.622,5653,,,4538.421,,2009
HAT-P-13 b,,2.91625,10.622,5653,,14.258,270.462,,2009
Kepler-224 c,0.058,5.925003,15.644,5018,,3.12,,,2014
Kepler-224 d,0.089,11.349393,15.644,5018,,2.3,,,2014
Kepler-224 e,0.124,18.643577,15.644,5018,,1.97,,,2014
Kepler-224 b,0.038,3.132924,15.644,5018,,1.39,,,2014
Kepler-525 b,,18.68404933,13.497,5573,,2.63,,,2016
Kepler-1219 b,,16.10467749,12.249,5944,,2.12,,,2016
Kepler-656 b,,1.26025909,15.342,5281,,3.12,,,2016
Kepler-526 b,,5.45849832,13.046,5894,,1.99,,,2016
Kepler-364 c,0.312,59.980627,13.66,6108,,2.15,,,2014
Kepler-364 b,0.178,25.745718,13.66,6108,,1.55,,,2014
Kepler-587 b,,10.94027841,14.909,5549,,2.23,,,2016
Kepler-527 b,,13.28535633,13.39,6388,,2.84,,,2016
Kepler-994 b,,1.15116651,14.44,3934,,1.6,,,2016
Kepler-332 c,0.114,15.995622,14.017,4955,,1.09,,,2014
Kepler-332 b,0.07,7.626324,14.017,4955,,1.17,,,2014
Kepler-332 d,0.189,34.21154,14.017,4955,,1.18,,,2014
Kepler-781 b,,13.2140732,15.987,5162,,2.89,,,2016
Kepler-1146 b,,2.3522658,15.848,4692,,1.23,,,2016
Kepler-784 b,,31.5922646,13.29,5674,,1.58,,,2016
Kepler-1168 b,,55.8226539,15.624,5157,,2.5,,,2016
Kepler-225 b,0.056,6.738975,15.962,3682,,1.2,,,2014
Kepler-225 c,0.111,18.794234,15.962,3682,,1.84,,,2014
Kepler-1545 b,,163.692349,15.031,5201,,2.7,,,2016
Kepler-1075 b,,1.52372816,15.313,3959,,1.42,,,2016
Kepler-623 b,,9.07097734,14.959,5443,,3.01,,,2016
Kepler-783 c,,7.05395,13.916,5521,,2.332,,,2020
Kepler-783 b,,4.29264638,13.916,5521,,0.78,,,2016
Kepler-1605 b,,85.7565495,12.429,5280,,1.08,,,2016
Kepler-29 b,,10.33974,15.282,5378,,2.55,5,1.65,2011
Kepler-29 c,,13.28613,15.282,5378,,2.34,4.5,1.91,2011
Kepler-94 b,,2.50806,12.895,4781,,3.51,10.84,1.45,2014
Kepler-94 c,,820.3,12.895,4781,,,3126,,2014
Kepler-659 b,,17.671796,15.556,4870,,2.5,,,2016
Kepler-617 b,,1.68269615,14.818,3712,,1.32,,,2016
Kepler-40 b,0.08,6.87349,14.588,6510,1620,13.11,699.2,1.68,2010
Kepler-362 c,0.207,37.866281,14.5,5788,,1.45,,,2014
Kepler-362 b,0.087,10.327186,14.5,5788,,0.88,,,2014
Kepler-1371 c,,2.00541269,13.851,5361,,0.64,,,2016
Kepler-1371 b,,3.4462039,13.851,5361,,0.73,,,2016
Kepler-1043 b,,38.5053398,14.777,5629,,2.55,,,2016
Kepler-1577 b,,6.30560247,15.056,4862,,1.13,,,2016
Kepler-511 b,,296.637865,12.747,5770,,6.35,,,2016
Kepler-658 b,,1.28707676,15.488,4103,,1.63,,,2016
Kepler-272 b,0.038,2.971353,14.678,5297,,1.43,,,2014
Kepler-272 d,0.091,10.937304,14.678,5297,,2.25,,,2014
Kepler-272 c,0.061,6.057342,14.678,5297,,1.79,,,2014
Kepler-125 c,0.051,5.774464,14.752,3810,,0.74,,,2014
Kepler-125 b,0.041,4.164389,14.752,3810,,2.37,,,2014
Kepler-164 b,0.058,5.03503,14.282,5888,,1.41,,,2014
Kepler-164 d,0.187,28.986769,14.282,5888,,2.45,,,2014
Kepler-164 c,0.097,10.945723,14.282,5888,,2.73,,,2014
Kepler-1253 b,,68.8861915,12.464,5850,,1.33,,,2016
Kepler-992 b,,20.16034462,13.389,4944,,1.62,,,2016
Kepler-981 b,,4.46975774,14.769,5718,,2.31,,,2016
Kepler-1395 b,,3.78470649,12.581,6138,,0.8,,,2016
Kepler-1284 b,,0.66407381,15.645,5123,,1.21,,,2016
Kepler-588 b,,4.22162536,14.708,5835,,2.63,,,2016
Kepler-1167 b,,1.00393374,15.942,4971,,1.71,,,2016
Kepler-273 b,0.037,2.936532,14.968,5626,,1.5,,,2014
Kepler-273 c,0.073,8.014927,14.968,5626,,1.98,,,2014
Kepler-660 b,,9.27358194,15.302,4779,,2.57,,,2016
Kepler-1141 b,,2.34451194,12.589,5791,,0.82,,,2016
Kepler-284 c,0.213,37.514456,15.824,5615,,2.61,,,2014
Kepler-284 b,0.104,12.699149,15.824,5615,,2.24,,,2014
Kepler-141 c,0.067,7.010606,13.448,4910,,1.41,,,2014
Kepler-141 b,0.039,3.107675,13.448,4910,,0.69,,,2014
Kepler-528 b,,19.78297415,13.936,5807,,2.08,,,2016
Kepler-1112 b,,14.36267939,14.612,6496,,3.02,,,2016
Kepler-589 b,,16.54964934,14.68,5296,,2.27,,,2016
Kepler-782 b,,158.6853308,12.783,5867,,3.21,,,2016
Kepler-179 c,0.064,6.40013,14.613,5302,,2,,,2014
Kepler-179 b,0.036,2.735926,14.613,5302,,1.64,,,2014
KIC 10525077 b,,854.083,15.355,6091,,5.5,,,2015
Kepler-1049 b,,3.27346074,14.22,3864,,0.95,,,2016
Kepler-1578 b,,1.45088691,15.369,5545,,1.04,,,2016
Kepler-165 c,0.11,15.31299,14.802,5211,,2.23,,,2014
Kepler-165 b,0.072,8.180848,14.802,5211,,2.32,,,2014
Kepler-1179 b,,2.68505749,14.077,5212,,1.32,,,2016
Kepler-566 b,,18.42794624,14.958,5132,,2.15,,,2016
Kepler-17 b,0.02591,1.4857108,14.141,5781,1570,14.68,778.65,1.35,2011
Kepler-1622 b,,10.8118737,13.385,6436,,1.47,,,2016
Kepler-811 b,,23.58447697,13.971,5747,,2.7,,,2016
Kepler-283 c,0.341,92.743711,15.847,4351,,1.82,,,2014
Kepler-283 b,0.082,11.008151,15.847,4351,,2.13,,,2014
Kepler-129 c,0.393,82.20017,11.696,5770,,2.55,,,2014
Kepler-129 b,0.131,15.79186,11.696,5770,,2.37,,,2014
2MASS J22362452+4751425 b,230,,12.51,4045,,,3972.875,,2016
Kepler-661 b,,6.02930132,15.784,4483,,3.07,,,2016
Kepler-550 b,,8.60010411,14.486,5322,,4.42,,,2016
Kepler-194 d,0.275,52.814973,14.915,6089,,2.4,,,2014
Kepler-194 b,0.032,2.092281,14.915,6089,,1.51,,,2014
Kepler-194 c,0.131,17.308032,14.915,6089,,2.59,,,2014
Kepler-1415 b,,0.63642408,15.744,5267,,1.29,,,2016
Kepler-1568 b,,20.925392,13.966,5956,,1.3,,,2016
Kepler-1151 b,,65.6478424,14.872,5470,,2.22,,,2016
Kepler-1367 b,,1.57409027,15.571,4106,,0.92,,,2016
GJ 96 b,0.291,73.94,9.345,3785,,,19.66,,2018
Kepler-529 c,,12.8345022,13.763,6087,,2,,,2016
Kepler-529 b,,1.98035766,13.763,6087,,1.86,,,2016
Kepler-226 d,0.076,8.109044,15.416,5571,,1.22,,,2014
Kepler-226 c,0.058,5.349555,15.416,5571,,2.27,,,2014
Kepler-226 b,0.047,3.940997,15.416,5571,,1.55,,,2014
Kepler-815 b,,8.57503552,13.242,5028,,4.11,,,2016
Kepler-22 b,0.849,289.8623,11.664,5518,262,2.38,36,14.7,2011
Kepler-1121 b,,13.15141081,12.071,6231,,1.91,,,2016
Kepler-369 c,0.094,14.871572,15.673,3591,,1.41,,,2014
Kepler-369 b,0.03,2.732756,15.673,3591,,1.13,,,2014
Kepler-662 b,,21.67697486,15.377,4897,,2.18,,,2016
Kepler-969 b,,34.1731714,13.733,5214,,2.07,,,2016
Kepler-969 c,,1.6829346,13.733,5214,,0.99,,,2016
Kepler-954 b,,16.78176602,12.971,4990,,2.32,,,2016
Kepler-663 b,,4.99678284,15.861,5264,,2.6,,,2016
Kepler-1189 b,,3.78858982,14.285,6012,,1.77,,,2016
Kepler-1453 b,,47.1611696,15.57,5665,,2.67,,,2016
Kepler-917 b,,2.97041437,15.759,5418,,1.91,,,2016
Kepler-1594 b,,2.71603809,14.801,5946,,1.06,,,2016
Kepler-195 b,0.077,8.307872,14.813,5329,,2.03,,,2014
Kepler-195 c,0.197,34.096863,14.813,5329,,1.55,,,2014
HAT-P-7 b,,2.20474,10.463,6389,,16.926,584.8072,,2008
Kepler-1069 b,,23.8990296,13.153,5722,,1.6,,,2016
Kepler-1588 b,,7.84931739,13.858,5817,,0.76,,,2016
Kepler-1191 b,,5.60014851,15.378,5308,,1.51,,,2016
Kepler-1590 b,,7.61760804,14.11,6053,,1.14,,,2016
Kepler-809 b,,55.63934,14.755,5734,,3.01,,,2016
HAT-P-3 b,,2.8997,11.577,5185,,10.536,206.5895,,2007
Kepler-1541 b,,8.40691199,13.801,5282,,1.16,,,2016
Kepler-1644 b,,21.0907758,14.223,5499,,1.88,,,2016
Kepler-117 c,0.2804,50.790391,14.274,6150,704,12.341,584.78,1.74,2014
Kepler-117 b,0.1445,18.7959228,14.274,6150,984,8.059,29.875,0.3,2014
Kepler-551 b,,12.3764661,14.897,4286,,2.73,,,2016
Kepler-618 b,,3.59576964,14.827,5860,,2.6,,,2016
Kepler-285 c,0.064,6.186676,15.173,5411,,1.12,,,2014
Kepler-285 b,0.036,2.633867,15.173,5411,,1.34,,,2014
Kepler-1102 b,,51.3285623,14.955,5724,,2.66,,,2016
HAT-P-11 b,0.05254,4.88780244,9.174,4780,,4.36,23.4,,2008
HAT-P-11 c,4.13,3407,9.174,4780,,,507,,2018
Kepler-810 b,,4.59725385,15.803,5803,,1.93,,,2016
Gl 378 b,0.039435,3.822,10.19,3879,830,,13.02,,2019
Kepler-1667 b,,83.5781,13.498,5951,,2.984,,,2020
Kepler-375 c,0.141,19.986326,15.699,5826,,2.65,,,2014
Kepler-375 b,0.101,12.125934,15.699,5826,,1.45,,,2014
Kepler-482 b,,56.35418576,13.779,4871,,2.36,,,2016
Kepler-807 b,,117.9310878,15.128,5965,,10.42,,,2016
Kepler-1040 b,,201.1214,13.328,5694,,2.08,,,2016
Kepler-227 c,0.29,54.418694,15.347,5854,,3.04,,,2014
Kepler-227 b,0.09,9.488015,15.347,5854,,3.11,,,2014
Kepler-1637 b,,6.10960324,13.328,5789,,0.89,,,2016
Kepler-1530 c,,5.3227406,14.026,5477,,1.65,,,2016
Kepler-1530 b,,2.5904434,14.026,5477,,1.64,,,2016
Kepler-1515 b,,214.3114164,12.04,6511,,9.55,,,2016
Kepler-1215 b,,4.76703963,14.431,5616,,1.22,,,2016
Kepler-1693 b,,12.0999,14.754,5356,,1.289,,,2020
Kepler-812 b,,10.11716531,13.832,6761,,3.55,,,2016
Kepler-107 c,0.06064,4.901452,12.7,5854,1379,1.597,9.39,12.65,2014
Kepler-107 d,0.08377,7.95839,12.7,5854,1173,0.86,3.8,33.1,2014
Kepler-107 e,0.12639,14.749143,12.7,5854,955,2.903,8.6,2,2014
Kepler-107 b,0.04544,3.1800218,12.7,5854,1593,1.536,3.51,5.3,2014
Kepler-1210 b,,8.07124073,15.553,5568,,1.7,,,2016
Kepler-228 d,0.101,11.094286,15.714,6043,,4.04,,,2014
Kepler-228 c,0.052,4.134444,15.714,6043,,2.7,,,2014
Kepler-228 b,0.038,2.566546,15.714,6043,,1.53,,,2014
Kepler-664 b,,2.52559332,15.509,5754,,2.66,,,2016
Kepler-590 b,,5.85296257,14.434,6000,,4.02,,,2016
Kepler-6 b,0.04852,3.2346996,13.303,5647,1460,14.617,212.31044,0.4,2009
Kepler-552 b,,5.26341577,14.279,5863,,3.95,,,2016
Kepler-414 b,,4.7,13.338,,,1.71,3.5,,2014
Kepler-414 c,,7.171,13.338,,,3.01,29.9,,2014
Kepler-1390 b,,6.48021673,14.421,5753,,1.18,,,2016
Kepler-1084 b,,2.05333679,12.217,6113,,1.11,,,2016
Kepler-153 c,0.237,46.90232,14.262,5404,,2.53,,,2014
Kepler-153 b,0.129,18.870227,14.262,5404,,2.92,,,2014
Kepler-1510 b,,84.703921,15.169,6200,,3.36,,,2016
Kepler-918 b,,4.85386933,14.971,6028,,1.74,,,2016
Kepler-1329 b,,9.33646594,15.911,4500,,2.17,,,2016
Kepler-1099 b,,2.16845259,15.141,5837,,2.83,,,2016
Kepler-358 c,0.381,83.488369,15.375,5908,,2.85,,,2014
Kepler-358 b,0.21,34.060467,15.375,5908,,2.72,,,2014
Kepler-432 b,0.301,52.501129,12.465,4995,,12.834,1719.4603,4.46,2015
Kepler-432 c,,406.2,12.465,4995,,,772.3269,,2015
Kepler-286 d,0.061,5.914323,15.587,5580,,1.33,,,2014
Kepler-286 e,0.176,29.221289,15.587,5580,,1.77,,,2014
Kepler-286 c,0.042,3.468095,15.587,5580,,1.37,,,2014
Kepler-286 b,0.027,1.796302,15.587,5580,,1.24,,,2014
Kepler-567 b,,16.54297375,14.687,5148,,2.25,,,2016
Kepler-1138 b,,3.17060005,15.353,5582,,1.7,,,2016
Kepler-1440 b,,39.859484,14.131,5698,,1.26,,,2016
Kepler-133 c,0.204,31.517586,12.848,5736,,2.84,,,2014
Kepler-133 b,0.083,8.129976,12.848,5736,,1.76,,,2014
Kepler-553 c,,328.2399546,14.924,5266,,11.2,,,2016
Kepler-553 b,,4.03046804,14.924,5266,,4.63,,,2016
Kepler-1293 b,,5.57654784,13.383,6241,,0.97,,,2016
Kepler-1422 b,,18.6051942,15.665,6194,,2.02,,,2016
Kepler-488 b,,3.12082923,14.804,5970,,15.79,,,2016
Kepler-114 c,,8.041,13.738,4605,,1.6,2.8,,2013
Kepler-114 d,,11.776,13.738,4605,,2.53,3.9,,2013
Kepler-114 b,0.053,5.188549,13.738,4605,,1.26,,,2014
Kepler-101 c,0.0684,6.02976,13.8,5667,1413,1.25,3.78,10.5,2014
Kepler-101 b,0.0474,3.4876812,13.8,5667,1513,5.77,51.1,1.45,2014
Kepler-1339 b,,1.34155513,12.299,5586,,0.71,,,2016
Kepler-229 c,0.117,16.068638,15.841,5120,,4.92,,,2014
Kepler-229 d,0.22,41.194912,15.841,5120,,3.85,,,2014
Kepler-229 b,0.062,6.252972,15.841,5120,,2.2,,,2014
Kepler-1651 b,,9.87863917,13.496,3713,,1.84,,,2017
Kepler-568 b,,11.02347475,14.273,3768,,2.26,,,2016
Kepler-619 b,,5.4042722,14.697,5980,,3.16,,,2016
Kepler-619 c,,1.20846503,14.697,5980,,1.69,,,2016
Kepler-1645 b,,16.1779561,14.472,5812,,1.78,,,2016
Kepler-408 b,,2.46502,8.769,6104,,0.82,5,,2014
Kepler-1132 b,,62.8916228,15.481,5298,,2.35,,,2016
Kepler-814 b,,6.1469851,14.706,6162,,2.12,,,2016
Kepler-591 b,,81.1694299,14.499,5677,,3.39,,,2016
Kepler-813 b,,19.12947337,14.569,5743,,2.14,,,2016
Kepler-287 b,0.145,20.342199,14.775,5806,,2.33,,,2014
Kepler-287 c,0.246,44.851896,14.775,5806,,3.26,,,2014
Kepler-339 d,0.091,10.558345,14.531,5631,,1.17,,,2014
Kepler-339 b,0.055,4.977656,14.531,5631,,1.42,,,2014
Kepler-339 c,0.069,6.988055,14.531,5631,,1.15,,,2014
Kepler-808 b,,0.63133235,14.285,4653,,1.46,,,2016
Kepler-665 b,,16.01310205,15.39,4913,,2.6,,,2016
Kepler-142 b,0.032,2.024152,13.203,5790,,1.99,,,2014
Kepler-142 d,0.242,41.809118,13.203,5790,,2.16,,,2014
Kepler-142 c,0.057,4.761702,13.203,5790,,2.86,,,2014
Kepler-919 b,,11.04603384,14.681,6113,,2.25,,,2016
Kepler-466 c,,3.70921385,12.772,5927,,1.25,,,2016
Kepler-466 b,,51.07926307,12.772,5927,,2.85,,,2016
Kepler-230 c,0.38,91.773242,15.082,5588,,2.04,,,2014
Kepler-230 b,0.191,32.625555,15.082,5588,,4.26,,,2014
Kepler-1281 b,,3.11602791,15.79,5353,,1.64,,,2016
Kepler-849 b,,394.6244904,12.849,6059,,7.14,,,2016
Kepler-1638 b,,259.33683,14.759,5710,,1.87,,,2016
Kepler-1421 b,,6.9131112,12.788,6335,,0.93,,,2016
Kepler-530 b,,39.30941904,13.4,5697,,3.01,,,2016
Kepler-569 b,,34.18890521,14.106,5616,,3.16,,,2016
Kepler-447 b,0.0769,7.79430132,12.394,5493,,18.49,435.41,0.4,2015
Kepler-852 b,,44.9309804,13.949,6100,,2.54,,,2016
Kepler-850 b,,7.19303878,15.451,5932,,1.78,,,2016
Kepler-424 c,0.73,223.3,14.256,5460,,,2215.18,,2014
Kepler-424 b,0.044,3.3118644,14.256,5460,,9.98,327.35,1.94,2014
Kepler-299 b,0.04,2.927128,15.017,5617,,1.32,,,2014
Kepler-299 e,0.22,38.285489,15.017,5617,,1.87,,,2014
Kepler-299 d,0.118,15.054786,15.017,5617,,1.86,,,2014
Kepler-299 c,0.07,6.885875,15.017,5617,,2.65,,,2014
Kepler-300 c,0.232,40.714955,14.201,5986,,2.25,,,2014
Kepler-300 b,0.094,10.446347,14.201,5986,,1.67,,,2014
Kepler-110 b,0.107,12.691112,12.935,5960,,1.83,,,2014
Kepler-110 c,0.198,31.719775,12.935,5960,,2.21,,,2014
Kepler-532 b,,12.92491623,13.524,5192,,2.57,,,2016
Kepler-1001 c,,9.18186,15.338,5491,,1.578,,,2020
Kepler-1001 b,,14.30511983,15.338,5491,,3.15,,,2016
Kepler-1050 c,,21.1284569,13.127,6010,,1.48,,,2016
Kepler-1050 b,,15.3787546,13.127,6010,,1.6,,,2016
Kepler-1398 c,,4.13827595,13.71,6126,,1.03,,,2016
Kepler-1398 b,,2.78815679,13.71,6126,,0.9,,,2016
Kepler-1270 b,,6.03356196,13.274,5047,,3.32,,,2016
Kepler-593 b,,21.21708973,14.56,5967,,2.87,,,2016
Kepler-1137 b,,23.9210791,12.768,6807,,2.2,,,2016
Kepler-97 c,,789,12.872,5779,,,344,,2014
Kepler-97 b,,2.58664,12.872,5779,,1.48,3.51,5.44,2014
Kepler-592 b,,2.82019241,14.665,5913,,2.39,,,2016
Kepler-531 b,,29.88485741,13.34,4893,,2.78,,,2016
Kepler-386 c,0.155,25.193458,15.629,5178,,1.58,,,2014
Kepler-386 b,0.096,12.31043,15.629,5178,,1.39,,,2014
Kepler-1352 b,,1.87788275,13.295,6118,,0.89,,,2016
Kepler-509 b,,41.74600392,11.854,6060,,2.49,,,2016
Kepler-1673 b,,33.7888,13.631,6220.81,,2.936,,,2020
Kepler-1482 b,,12.25383217,13.747,5381,,1.01,,,2016
Kepler-1381 b,,25.3842686,15.535,5747,,2.25,,,2016
Kepler-1349 b,,2.12823928,11.126,6086,,0.7,,,2016
Kepler-380 c,0.078,7.630004,13.652,6045,,1.27,,,2014
Kepler-380 b,0.05,3.930821,13.652,6045,,1.19,,,2014
Kepler-1254 b,,9.99113313,15.311,4985,,1.55,,,2016
Kepler-1254 c,,3.60084276,15.311,4985,,1.3,,,2016
Kepler-1254 d,,5.72717226,15.311,4985,,1.31,,,2016
Kepler-844 b,,2.61302086,15.84,4128,,1.68,,,2016
Kepler-313 b,0.125,14.970418,14.167,5727,,2.53,,,2014
Kepler-313 c,0.208,32.273273,14.167,5727,,2.57,,,2014
Kepler-297 b,0.217,38.871826,14.232,5619,,2.87,,,2014
Kepler-297 c,0.336,74.920137,14.232,5619,,6.54,,,2014
Kepler-666 b,,4.49876092,15.395,5887,,2.4,,,2016
Kepler-570 b,,4.301662,14.332,5496,,2.45,,,2016
Kepler-1639 b,,9.878482,14.496,6150,,2.58,,,2016
Kepler-1261 b,,48.4308991,15.605,5006,,2.26,,,2016
Kepler-841 b,,124.4198398,15.74,5324,,5.23,,,2016
Kepler-848 b,,6.91134416,14.056,5695,,1.7,,,2016
Kepler-957 b,,5.90741354,15.625,4963,,5.5,,,2016
Kepler-1663 b,,17.6046,15.613,3793.47,,3.304,,,2020
Kepler-533 b,,28.51120525,13.933,4758,,3.38,,,2016
Kepler-298 c,0.136,22.92881,15.415,4465,,1.93,,,2014
Kepler-298 d,0.305,77.473633,15.415,4465,,2.5,,,2014
Kepler-298 b,0.08,10.475464,15.415,4465,,1.96,,,2014
Kepler-1454 b,,47.0319479,14.904,5448,,1.88,,,2016
Kepler-1442 b,,81.4162941,12.146,6394,,3.93,,,2016
Kepler-166 d,,1.55400393,14.701,5413,,1.73,,,2016
Kepler-166 b,0.072,7.650254,14.701,5413,,2.27,,,2014
Kepler-166 c,0.195,34.260281,14.701,5413,,2.38,,,2014
HIP 65407 b,0.177,28.125,9.42,5460,,,136.03124,,2016
HIP 65407 c,0.316,67.3,9.42,5460,,,249.17872,,2016
Kepler-512 b,,34.43587975,12.674,5997,,2.69,,,2016
Kepler-1699 b,,3.49082,14.678,5214.4,,1.567,,,2020
BD+48 740 b,1.7,733,8.699,4534,,,540.311,,2018
Kepler-1031 b,,1.22621732,13.8,6011,,0.87,,,2016
Kepler-1402 b,,2.03387914,14.621,5416,,0.76,,,2016
Kepler-843 b,,2.05387982,15.269,5830,,2.59,,,2016
Kepler-396 c,,88.505,11.921,5384,,5.3,17.9,,2013
Kepler-396 b,,42.994,11.921,5384,,3.5,75.5,,2013
Kepler-1246 b,,11.32271513,15.006,4611,,1.36,,,2016
Kepler-464 b,,7.25696522,12.702,5933,,3.3,,,2016
Kepler-1473 b,,14.4273551,13.359,6046,,1.19,,,2016
HD 222155 b,5.14,3999,7.114,5701,,,673.7996,,2011
Kepler-441 b,0.64,207.2482,15.142,4340,,1.64,,,2015
Kepler-667 b,,41.43962808,15.4,5327,,4.73,,,2016
Kepler-68 b,,5.3988,9.99,5793,,,7.65,,2013
Kepler-68 c,,9.6051,9.99,5793,,,2.04,,2013
Kepler-68 d,,634.6,9.99,5793,,,244.7291,,2013
Kepler-1429 b,,4.48487493,14.879,5902,,1.29,,,2016
Kepler-846 b,,19.80792185,15.65,5579,,2.48,,,2016
Kepler-1472 b,,38.1312831,14.633,6159,,1.9,,,2016
Kepler-956 b,,5.24867263,13.345,6040,,3,,,2016
Kepler-124 c,0.1,13.821375,14.139,4984,,1.75,,,2014
Kepler-124 b,0.039,3.410493,14.139,4984,,0.73,,,2014
Kepler-124 d,0.17,30.950851,14.139,4984,,1.11,,,2014
Kepler-1355 b,,1.28958811,15.471,5352,,1.46,,,2016
Kepler-366 c,0.11,12.51616,14.842,6209,,1.79,,,2014
Kepler-366 b,0.045,3.281959,14.842,6209,,1.46,,,2014
Kepler-1232 b,,26.7839183,14.803,5471,,1.93,,,2016
Kepler-1298 b,,7.12811928,11.392,6339,,1.31,,,2016
Kepler-853 b,,7.16892463,12.32,6350,,1.69,,,2016
Kepler-365 c,0.137,17.784129,14.651,6012,,1.64,,,2014
Kepler-365 b,0.098,10.664903,14.651,6012,,2.04,,,2014
Kepler-15 b,0.05714,4.942782,13.758,5515,,10.76,209.76,0.93,2011
Kepler-851 b,,8.50699658,15.135,5455,,1.68,,,2016
Kepler-1209 b,,25.369116,12.476,6210,,1.51,,,2016
Kepler-920 b,,6.53192704,15.28,5403,,2.42,,,2016
Kepler-920 c,,100.8274113,15.28,5403,,3.8,,,2016
Kepler-524 c,,1.88897906,13.928,6014,,0.96,,,2016
Kepler-524 b,,7.97419807,13.928,6014,,1.91,,,2016
Kepler-1080 b,,77.2548396,13.754,5956,,3.28,,,2016
Kepler-1089 b,,5.13248562,15.535,3753,,1.83,,,2016
Kepler-921 b,,51.300634,14.739,5663,,2.87,,,2016
Kepler-1412 b,,3.6146051,13.219,5880,,0.83,,,2016
Kepler-845 b,,0.92785982,14.631,4913,,2.04,,,2016
Kepler-998 b,,5.65377733,14.377,6058,,2.32,,,2016
Kepler-1544 b,,168.811174,14.061,4886,,1.78,,,2016
Kepler-670 b,,2.81650485,15.052,5709,,13.18,,,2016
Kepler-36 b,,13.86825,11.866,5979,,1.498,3.83,6.26,2012
Kepler-36 c,,16.21865,11.866,5979,,3.679,7.13,0.787,2012
Kepler-301 d,0.112,13.751243,14.271,5815,,1.75,,,2014
Kepler-301 b,0.036,2.508553,14.271,5815,,1.35,,,2014
Kepler-301 c,0.06,5.419026,14.271,5815,,1.35,,,2014
Kepler-1117 b,,4.79028459,14.102,5612,,1.11,,,2016
Kepler-669 b,,4.12554687,15.506,6038,,4.83,,,2016
Kepler-1363 b,,2.94194094,15.29,4839,,1.25,,,2016
Kepler-1251 b,,45.0904643,14.976,5545,,1.84,,,2016
Kepler-372 b,0.075,6.849692,14.881,6509,,1.36,,,2014
Kepler-372 c,0.154,20.053763,14.881,6509,,2.09,,,2014
Kepler-372 d,0.201,30.092568,14.881,6509,,1.69,,,2014
Kepler-1131 b,,3.53232449,14.972,5851,,1.59,,,2016
Kepler-1664 b,,14.3868,13.586,5945.95,,3.033,,,2020
Kepler-481 b,,10.06082567,13.844,5802,,2.5,,,2016
Kepler-486 b,,30.36044667,14.388,4926,,11,,,2016
Kepler-668 b,,8.35390639,15.317,5352,,2.7,,,2016
Kepler-1480 b,,22.12679948,14.523,5156,,1.67,,,2016
KOI-351 c,0.089,8.719375,13.804,6080,,1.19,,,2013
KOI-351 d,0.32,59.73667,13.804,6080,,2.87,,,2013
KOI-351 e,0.42,91.93913,13.804,6080,,2.66,,,2013
KOI-351 f,0.48,124.9144,13.804,6080,,2.88,,,2013
KOI-351 h,1.01,331.60059,13.804,6080,,11.3,,,2013
KOI-351 b,0.074,7.008151,13.804,6080,,1.31,,,2013
KOI-351 g,0.71,210.60697,13.804,6080,,8.1,,,2013
Kepler-90 i,,14.44912,13.804,6080,709,1.32,,,2017
Kepler-347 c,0.183,27.320871,14.513,6088,,1.75,,,2014
Kepler-347 b,0.11,12.79836,14.513,6088,,1.97,,,2014
Kepler-671 b,,4.28095859,15.356,5624,,2.69,,,2016
TrES-2 b,,2.47063,11.411,5850,,15.244,473.5667,,2006
Kepler-1070 b,,6.2216147,13.977,6261,,1.73,,,2016
Kepler-1437 b,,10.9295461,15.591,5557,,1.37,,,2016
